title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
The Strange And Beautiful Sorrows Of Ava Lavender,https://www.amazon.com/Strange-Beautiful-Sorrows-Ava-Lavender/dp/0763680273/ref=sr_1_1?keywords=The+Strange+and+Beautiful+Sorrows+of+Ava+Lavender+by+Leslye+Walton&qid=1697019287&sr=8-1,Leslye Walton,Candlewick; Reprint edition,"September 22, 2015",320.0,14,2.9,49754
Roughing It,https://www.amazon.com/Roughing-Signet-Classics-Mark-Twain/dp/0451531108/ref=sr_1_2?keywords=Roughing+It&qid=1673687031&s=books&sr=1-2,Mark Twain,CreateSpace Independent Publishing Platform,"May 6, 2015",154.0,,3.5,18704
Fiela Se Kind (Afrikaans Edition),https://www.amazon.com/Fiela-kind-Afrikaans-Dalene-Matthee/dp/0624088405/ref=sr_1_1?keywords=Fiela+Se+Kind+by+Dalene+Matthee&qid=1697053953&sr=8-1,Dalene Matthee,Tafelberg,"January 1, 1985",434.0,,4.7,6580
"Essential Welty Cd: Why I Live At The P.O., A Memory, Powerhouse And Petrified Man",https://www.amazon.com/Essential-Welty-CD-Powerhouse-Petrified/dp/0061124192/ref=sr_1_1?crid=FVBLPF1Y8HY0&keywords=Petrified+Man_Welty&qid=1682771877&sprefix=petrified+man_welty%2Caps%2C559&sr=8-1,Eudora Welty,Caedmon; Unabridged edition,"Unabridged, June 27, 2006",,,4.6,22891
The Man Who Loved Children: A Novel,https://www.amazon.com/Man-Who-Loved-Children-Novel/dp/0312280440/ref=sr_1_1?keywords=The+Man+Who+Loved+Children+by+Christina+Stead&qid=1697026016&sr=8-1,Christina Stead,Picador; Reprint edition,"July 6, 2001",576.0,,3.4,9711
The Silver Kiss,https://www.amazon.com/Silver-Kiss-Annette-Curtis-Klause/dp/0440213460/ref=sr_1_1?keywords=The+Silver+Kiss+by+Annette+Curtis+Klause&qid=1696964439&sr=8-1,Annette Curtis Klause,Delacorte Press,"August 14, 2007",224.0,12,2.2,14258
As Simple As Snow,https://www.amazon.com/As-Simple-Snow-Gregory-Galloway-ebook/dp/B001QL5MHS/ref=sr_1_1?crid=8S8M0TE1RMZM&keywords=As+Simple+As+Snow_Galloway&qid=1681983731&s=instant-video&sprefix=as+simple+as+snow_galloway%2Cinstant-video%2C506&sr=1-1,Gregory Galloway,Berkley; Reprint edition,"March 7, 2006",308.0,,1.1,68644
Guts: A Graphic Novel,https://www.amazon.com/Guts-Raina-Telgemeier/dp/0545852501/ref=sr_1_1?keywords=Guts+by+Raina+Telgemeier&qid=1697057923&sr=8-1,Raina Telgemeier,Graphix; Illustrated edition,"September 17, 2019",224.0,9,2.5,88560
Like No Other Place: The Sandhills Of Nebraska,https://www.amazon.com/Like-No-Other-Place-Sandhills/dp/0803240538/ref=sr_1_11?keywords=People+Like+Us+by+David+Brooks&qid=1697038651&sr=8-11,David Owen,Bison Books,"May 1, 2012",160.0,,2.0,40406
Secret Daughter: A Novel,https://www.amazon.com/Secret-Daughter-Shilpi-Somaya-Gowda/dp/0061928356/ref=sr_1_1?keywords=Secret+Daughter+by+Shilpi+Somaya+Gowda&qid=1697027392&sr=8-1,Shilpi Somaya Gowda,William Morrow Paperbacks; Reprint edition,"April 5, 2011",368.0,,1.5,29415
Violets Are Blue,https://www.amazon.com/Violets-are-Blue-Alex-Cross/dp/0755349350/ref=sr_1_1?keywords=Violets+Are+Blue+by+James+Patterson&qid=1696961552&sr=8-1,James Patterson,Headline Book Publishing; International Edition,"January 1, 2009",480.0,,2.5,71779
The Real Life Of Sebastian Knight (New Directions Paperbook),https://www.amazon.com/Real-Sebastian-Knight-Directions-Paperbook/dp/0811217507/ref=sr_1_1?keywords=The+Real+Life+of+Sebastian+Knight+by+Vladimir+Nabokov&qid=1697471779&sr=8-1,Vladimir Nabokov,New Directions,"July 17, 2008",224.0,,4.7,24801
The Street Sweeper,https://www.amazon.com/Street-Sweeper-Elliot-Perlman/dp/1594486190/ref=sr_1_1?keywords=The+Street+Sweeper+by+Elliot+Perlman&qid=1697064801&sr=8-1,Elliot Perlman,Riverhead Books; Reprint edition,"December 4, 2012",640.0,,4.7,77232
Highwire Moon,https://www.amazon.com/Highwire-Moon-Susan-Straight/dp/1640093591/ref=sr_1_1?keywords=Highwire+Moon+by+Susan+Straight&qid=1697470659&sr=8-1,Susan Straight,Counterpoint; Reissue edition,"October 22, 2019",370.0,,4.9,41723
Wild At Heart,https://www.amazon.com/Wild-at-Heart-Patricia-Gaffney-ebook/dp/B0BLRV3GBT/ref=sr_1_1?crid=2ST8G0LOA5MGL&keywords=wild+at+heart+gaffney&qid=1683060776&s=instant-video&sprefix=wild+at+heart_gaffney%2Cinstant-video%2C398&sr=1-1,Patricia Gaffney,NAL Trade; Reprint edition,"April 1, 2002",384.0,,4.9,69536
Book Of Ages: The Life And Opinions Of Jane Franklin,https://www.amazon.com/Book-Ages-Life-Opinions-Franklin/dp/0307948838/ref=sr_1_1?crid=4XRK4FLX3DXF&keywords=Book+of+Ages+Jill+Lepore&qid=1682861990&s=books&sprefix=book+of+ages+%2Cstripbooks-intl-ship%2C524&sr=1-1,Jill Lepore,Vintage; Illustrated edition,"Illustrated, July 1, 2014",464.0,,1.1,97820
The Beautiful Side Of Evil,https://www.amazon.com/Beautiful-Side-Evil-Johanna-Michaelsen/dp/0890813221/ref=sr_1_1?keywords=The+Beautiful+Side+of+Evil+by+Johanna+Michaelsen&qid=1697045321&sr=8-1,Johanna Michaelsen,Harvest House Publishers; First Thus edition,"July 1, 1982",222.0,,3.9,64769
Pour Your Heart Into It: How Starbucks Built A Company One Cup At A Time,https://www.amazon.com/Pour-Your-Heart-Into-Starbucks/dp/0786883561/ref=sr_1_1?keywords=Pour+Your+Heart+Into+It+by+Howard+Schultz&qid=1696998134&sr=8-1,Howard Schultz,Hachette Books,"January 13, 1999",368.0,13,4.4,25794
Think Like A Dinosaur: And Other Stories,https://www.amazon.com/Think-Like-Dinosaur-Other-Stories/dp/0965590194/ref=sr_1_1?crid=13SOVAI85KD8F&keywords=Think+Like+a+Dinosaur+James+Patrick+Kelly&qid=1666712270&sprefix=think+like+a+dinosaur+james+pat%2Caps%2C527&sr=8-1,James Patrick Kelly,Golden Gryphon Press,"September 1, 2003",275.0,,3.9,60160
Calico Joe: A Novel,https://www.amazon.com/Calico-Joe-Novel-John-Grisham/dp/0345536649/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1673614244&sr=1-1,John Grisham,Vintage; Reprint edition,"March 26, 2013",208.0,,3.2,84061
The Unconsoled,https://www.amazon.com/Unconsoled-Kazuo-Ishiguro/dp/0679735879/ref=sr_1_1?keywords=The+Unconsoled+by+Kazuo+Ishiguro&qid=1697015289&sr=8-1,Kazuo Ishiguro,Knopf Doubleday Publishing Group; Reprint edition,"October 1, 1996",535.0,,3.5,84513
The Almost Moon,https://www.amazon.com/Almost-Moon-Alice-Sebold/dp/0316067369/ref=sr_1_1?keywords=The+Almost+Moon+by+Alice+Sebold&qid=1697063113&sr=8-1,Alice Sebold,Back Bay Books; Reprint edition,"September 8, 2008",291.0,,1.5,12542
Big Blonde And Other Stories,https://www.amazon.com/Blonde-Other-Stories-Dorothy-Parker/dp/0146000765/ref=sr_1_2?keywords=Big+Blonde+by+Dorothy+Parker&qid=1697003931&sr=8-2,Dorothy Parker,Penguin Books; Later Printing edition,"September 1, 1995",64.0,,3.3,65093
"The Color Of Magic: A Discworld Novel (Discworld, 1)",https://www.amazon.com/Colour-Magic-Discworld-Book/dp/B09LZ36BHC/ref=sr_1_1?crid=3MRDASKBNBKVQ&keywords=discworld+pratchett&qid=1683035125&sprefix=discworld_pratchett%2Caps%2C402&sr=8-1,Terry Pratchett,Harper Perennial,"September 13, 2005",240.0,,2.5,76272
"The Luxe (Luxe, 1)",https://www.amazon.com/Luxe-Anna-Godbersen/dp/0062852167/ref=sr_1_1?keywords=The+Luxe+by+Anna+Godbersen&qid=1696973139&sr=8-1,Anna Godbersen,HarperTeen; Revised edition,"July 3, 2018",480.0,14,2.7,16656
On Golden Pond. (Acting Edition For Theater Productions),https://www.amazon.com/Golden-Pond-Ernest-Thompson/dp/0451134540/ref=sr_1_1?keywords=On+Golden+Pond+by+Ernest+Thompson&qid=1697051983&sr=8-1,Ernest Thompson,"Dramatists Play Service, Inc.","January 1, 1998",72.0,,3.0,94922
Going To Meet The Man: Stories,https://www.amazon.com/Going-Meet-Man-James-Baldwin/dp/0679761799/ref=sr_1_3?crid=TV41S7Y6IX3Y&keywords=The+Rockpile+James+Baldwin&qid=1666837577&qu=eyJxc2MiOiIxLjQyIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=the+rockpile+james+baldwin%2Caps%2C457&sr=8-3,James Baldwin,Vintage; Reissue edition,"April 25, 1995",256.0,,3.4,33380
Icefall,https://www.amazon.com/Icefall-Matthew-J-Kirby/dp/0545274257/ref=sr_1_1?crid=3PWNYLK4YNLQR&keywords=icefall+kirby&qid=1682224790&s=instant-video&sprefix=icefall_kirby%2Cinstant-video%2C284&sr=1-1,Matthew J. Kirby,Scholastic Paperbacks; Reissue edition,"February 1, 2013",336.0,9,1.6,95932
"The Third Man And The Fallen Idol (Classic, 20Th-Century, Penguin)",https://www.amazon.com/Third-Fallen-Graham-Greene-1981-06-25/dp/B01K2JBTWG/ref=sr_1_4?keywords=The+Third+Man+by+Graham+Greene&qid=1696980482&sr=8-4,Graham Greene,Penguin Classics; Reprint edition,"July 1, 1992",160.0,18,1.7,21595
"Crucible Of Souls, A (Sorcery Ascendant, 1)",https://www.amazon.com/Crucible-Souls-Sorcery-Ascendant-Sequence/dp/0062407244/ref=sr_1_1?keywords=A+Crucible+of+Souls+by+Mitchell+Hogan&qid=1697017560&sr=8-1,Mitchell Hogan,Harper Voyager,"September 22, 2015",512.0,,2.7,37251
Being Wrong: Adventures In The Margin Of Error,https://www.amazon.com/Being-Wrong-Adventures-Margin-Error/dp/0061176052/ref=sr_1_1?keywords=Being+Wrong+by+Kathryn+Schulz&qid=1697003792&sr=8-1,Kathryn Schulz,Ecco; Reprint edition,"Illustrated, January 4, 2011",405.0,,1.3,9359
"Nabokov'S Dozen-Spring In Fialta+Forgotten Poet+First Love+Signs & Symbols+Assistant Producer+Aurelian+Cloud, Castle, Lake+Conversation Piece 1945+That In Aleppo Once+Time And Ebb+Scenes From The Life Of A Double Monster+Mademoiselle O+Lance (Collected Stories Of The World'S Greatest Writers)",https://www.amazon.com/DOZEN-Spring-Forgotten-Assistant-Conversation-Mademoiselle/dp/B000HB0OMQ/ref=sr_1_1?crid=29Q1NWS6IMUI&keywords=Signs+and+Symbols+Vladimir+Nabokov&qid=1666838680&qu=eyJxc2MiOiIyLjA4IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=signs+and+symbols+vladimir+nabokov%2Caps%2C586&sr=8-1,Vladimir Nabokov,The Franklin Library; First Edition Thus,"January 1, 1977",,,4.7,67767
I Have No Mouth & I Must Scream,https://www.amazon.com/Have-No-Mouth-Must-Scream/dp/0441363946/ref=sr_1_1?keywords=I+Have+No+Mouth%2C+and+I+Must+Scream+by+Harlan+Ellison&qid=1697064157&sr=8-1,Harlan Ellison,e-reads.com,"January 1, 2009",144.0,,4.8,21543
Heroes,https://www.amazon.com/Heroes-Robert-Cormier/dp/0440227690/ref=sr_1_1?keywords=Heroes+by+Robert+Cormier&qid=1697048100&sr=8-1,Robert Cormier Robert Cormier,Penguin Books Ltd; Reprint edition,"January 1, 1999",,,2.0,32670
Everyone Brave Is Forgiven,https://www.amazon.com/Everyone-Brave-Forgiven-Chris-Cleave/dp/1501124382/ref=sr_1_1?keywords=Everyone+Brave+Is+Forgiven+by+Chris+Cleave&qid=1696983041&sr=8-1,Chris Cleave,S&S/ Marysue Rucci Books; Reprint edition,"March 7, 2017",448.0,,3.9,65574
The Pale King,https://www.amazon.com/Pale-King-David-Foster-Wallace/dp/0316074225/ref=sr_1_1?keywords=The+Pale+King+by+David+Foster+Wallace&qid=1697052712&sr=8-1,David Foster Wallace,Back Bay Books; Reprint edition,"April 10, 2012",592.0,,2.6,25863
Boot Camp,https://www.amazon.com/Boot-Camp-Todd-Strasser/dp/1442433582/ref=sr_1_1?keywords=Boot+Camp+by+Todd+Strasser&qid=1696988443&sr=8-1,Todd Strasser,S&S Books for Young Readers; Reprint edition,"March 6, 2012",272.0,12,4.6,97255
Exposure,https://www.amazon.com/Exposure-Helen-Dunmore/dp/0099559293/ref=sr_1_2?keywords=Exposure+by+Helen+Dunmore&qid=1696997840&sr=8-2,Dunmore  Helen,WINDMILL,"August 4, 2016",400.0,,4.3,20691
The Looking Glass Wars,https://www.amazon.com/Looking-Glass-Wars-Frank-Beddor/dp/0142409413/ref=sr_1_1?keywords=The+Looking+Glass+Wars+by+Frank+Beddor&qid=1696985304&sr=8-1,Frank Beddor,Speak; Reprint edition,"August 21, 2007",358.0,7,4.2,90989
Mornings In Jenin: A Novel,https://www.amazon.com/Mornings-Jenin-Novel-Susan-Abulhawa/dp/1608190463/ref=sr_1_1?crid=JKDV8R8P5TC6&keywords=Mornings+in+Jenin+by+Susan+Abulhawa&qid=1673823878&s=books&sprefix=mornings+in+jenin+by+susan+abulhawa+%2Cstripbooks-intl-ship%2C539&sr=1-1,Susan Abulhawa,Bloomsbury USA; Reprint edition,"February 15, 2010",352.0,,3.7,49800
The Sport Of The Gods,https://www.amazon.com/Sport-Gods-Signet-Classics/dp/0451531779/ref=sr_1_1?keywords=The+Sport+of+the+Gods+by+Paul+Laurence+Dunbar&qid=1697025227&sr=8-1,Paul Laurence Dunbar,Independently published,"January 17, 2022",135.0,,1.3,9757
Restart: The Last Chance For The Indian Economy,https://www.amazon.com/Restart-Last-Chance-Indian-Economy/dp/8184007728/ref=sr_1_1?keywords=Restart%3A+The+Last+Chance+for+the+Indian+Economy+by+Mihir+S.+Sharma&qid=1696987574&sr=8-1,Mihir S. Sharma,Random House/Vintage Books,"March 1, 2016",384.0,,2.6,25148
The Castle,https://www.amazon.com/Castle-Franz-Kafka/dp/0805211063/ref=sr_1_1?keywords=The+Castle+by+Franz+Kafka&qid=1696983347&sr=8-1,Franz Kafka,Schocken; 60544th edition,"December 15, 1998",352.0,,3.2,78047
The Museum Of Extraordinary Things: A Novel,https://www.amazon.com/Museum-Extraordinary-Things-Novel/dp/1451693575/ref=sr_1_1?keywords=The+Museum+of+Extraordinary+Things+by+Alice+Hoffman&qid=1697064420&sr=8-1,Alice Hoffman,Scribner; Reprint edition,"September 30, 2014",384.0,,3.2,32910
"Sacred Ground: Pluralism, Prejudice, And The Promise Of America",https://www.amazon.com/Sacred-Ground-Pluralism-Prejudice-Promise/dp/0807077526/ref=sr_1_1?keywords=Sacred+Ground+by+Eboo+Patel&qid=1697023680&sr=8-1,Eboo Patel,Beacon Press,"September 3, 2013",224.0,,4.0,60781
The Courage Of Sarah Noble,https://www.amazon.com/Courage-Sarah-Noble-Alice-Dalgliesh/dp/0689715404/ref=sr_1_1?keywords=The+Courage+of+Sarah+Noble+by+Alice+Dalgliesh&qid=1697011171&sr=8-1,Alice Dalgliesh,Aladdin; Reissue edition,"October 30, 1991",64.0,6,2.7,92531
How Green Was My Valley,https://www.amazon.com/How-Green-Was-My-Valley/dp/0795300247/ref=sr_1_1?keywords=How+Green+Was+My+Valley+by+Richard+Llewellyn&qid=1697051811&sr=8-1,Richard Llewellyn,RosettaBooks,"October 11, 2022",306.0,9,3.0,69064
The Sound Of The Mountain,https://www.amazon.com/Sound-Mountain-Yasunari-Kawabata/dp/4805302461/ref=sr_1_1?keywords=The+Sound+of+the+Mountain+by+Yasunari+Kawabata&qid=1697020237&sr=8-1,Yasunari Kawabata,Charles E. Tuttle Co.,"January 1, 1984",,,4.4,25757
A Soldier'S Play: A Play (Dramabook),https://www.amazon.com/Soldiers-Play-Dramabook/dp/0374521484/ref=sr_1_1?keywords=A+Soldier%27s+Play+by+Charles+Fuller&qid=1697046961&sr=8-1,Charles Fuller,Hill and Wang,"September 1, 1982",112.0,,2.1,56387
Jump Ship To Freedom (Arabus Family Saga) (Arabus Family Saga Series),https://www.amazon.com/Jump-Ship-Freedom-Arabus-Family/dp/0440443237/ref=sr_1_1?crid=35J4BI7I1G1EF&keywords=Jump+Ship+to+Freedom_James+Lincoln+Collier&qid=1682142108&sprefix=jump+ship+to+freedom_james+lincoln+%2Caps%2C594&sr=8-1,James Lincoln Collier,Yearling,"February 1, 1987",208.0,8,4.1,96250
"Eighth Grade Bites (Chronicles Of Vladimir Tod, Book 1)",https://www.amazon.com/Eighth-Grade-Bites-Chronicles-Vladimir/dp/0142411876/ref=sr_1_1?keywords=Eighth+Grade+Bites+by+Heather+Brewer&qid=1697008721&sr=8-1,Heather Brewer,Speak; Reprint edition,"January 1, 2008",182.0,12,3.3,9643
Brief Interviews With Hideous Men,https://www.amazon.com/Brief-Interviews-Hideous-Foster-Wallace/dp/0316925195/ref=sr_1_1?keywords=Brief+Interviews+with+Hideous+Men+by+David+Foster+Wallace&qid=1697004760&sr=8-1,David Foster Wallace,Back Bay Books; Reprint edition,"April 1, 2000",336.0,,4.4,26412
Long Walk To Freedom: The Autobiography Of Nelson Mandela,https://www.amazon.com/Long-Walk-Freedom-Autobiography-Mandela/dp/0316548189/ref=sr_1_1?keywords=Freedom+by+Nelson+Mandela&qid=1697019153&sr=8-1,Nelson Mandela,Back Bay Books,"Unabridged, October 1, 1995",656.0,,4.5,63365
Call It Sleep: A Novel,https://www.amazon.com/Call-Sleep-Novel-Henry-Roth/dp/0312424124/ref=sr_1_1?keywords=Call+It+Sleep+by+Henry+Roth&qid=1697043631&sr=8-1,Henry Roth,Picador; First Edition,"July 1, 2005",480.0,,3.5,6861
The Bitter Season (Kovac And Liska Series),https://www.amazon.com/Bitter-Season-Kovac-Liska/dp/0451470079/ref=sr_1_1?keywords=The+Bitter+Season+by+Tami+Hoag&qid=1696961436&sr=8-1,Tami Hoag,Dutton; Reprint edition,"May 2, 2017",512.0,,4.5,23395
Among The Free (Shadow Children),https://www.amazon.com/Shadow-Children-Margaret-Peterson-Haddix/dp/0689857993/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1681688345&sr=1-1,Margaret Peterson Haddix,Simon & Schuster Books for Young Readers; Reprint edition,"July 24, 2007",224.0,8,4.5,82441
The Line Of Beauty: A Novel,https://www.amazon.com/Line-Beauty-Novel-Alan-Hollinghurst/dp/1582346100/ref=sr_1_1?keywords=The+Line+of+Beauty+by+Alan+Hollinghurst&qid=1697046608&sr=8-1,Alan Hollinghurst,Bloomsbury USA; Reprint edition,"October 17, 2005",448.0,,4.7,85153
The Christopher Killer (Forensic Mystery),https://www.amazon.com/Christopher-Killer-Forensic-Mystery/dp/0142408115/ref=sr_1_1?keywords=The+Christopher+Killer+by+Alane+Ferguson&qid=1697014548&sr=8-1,Alane Ferguson,Puffin Books,"February 28, 2008",274.0,12,4.7,44905
"By Martel, Yann Beatrice And Virgil Paperback - February 2011",https://www.amazon.com/Martel-Yann-Beatrice-Virgil-Paperback/dp/B00VYP02WG/ref=sr_1_3?keywords=Beatrice+And+Virgil+by+Yann+Martel&qid=1697060034&sr=8-3,Yann Martel,,,0.0,,1.4,80502
"Riddley Walker, Expanded Edition",https://www.amazon.com/Riddley-Walker-Expanded-Russell-Hoban/dp/0253212340/ref=sr_1_1?keywords=Riddley+Walker+by+Russell+Hoban&qid=1697048224&sr=8-1,Russell Hoban,Indiana University Press; Expanded edition,"September 22, 1998",256.0,,3.7,11571
"Mindwise: Why We Misunderstand What Others Think, Believe, Feel, And Want",https://www.amazon.com/Mindwise-Misunderstand-Others-Think-Believe/dp/030774356X/ref=sr_1_1?crid=2BAQ19NOHOVMH&keywords=mindwise+epley&qid=1682059793&s=instant-video&sprefix=mindwise_epley%2Cinstant-video%2C305&sr=1-1,Nicholas Epley,Vintage; Reprint edition,"Illustrated, January 6, 2015",272.0,,2.5,86138
The Accidental Tourist: A Novel,https://www.amazon.com/Accidental-Tourist-Novel-Anne-Tyler/dp/0345452003/ref=sr_1_1?keywords=The+Accidental+Tourist+by+Anne+Tyler&qid=1697047836&sr=8-1,Anne Tyler,Vintage; Reprint edition,"April 9, 2002",352.0,,4.0,28944
Somewhere In The Darkness,https://www.amazon.com/Somewhere-Darkness-Walter-Dean-Myers/dp/0590341863/ref=sr_1_1?keywords=Somewhere+in+the+Darkness+by+Walter+Dean+Myers&qid=1697031716&sr=8-1,Walter Dean Myers,Scholastic Paperbacks,"May 1, 2008",192.0,12,1.7,69638
"Five Plays: A Dance Of The Forests, The Lion And The Jewel, The Swamp Dwellers, The Trials Of Brother Jero, [And] The Strong Breed (Three Crowns Book)",https://www.amazon.com/Five-Plays-forests-dwellers-Brother/dp/B0007IVQSU/ref=sr_1_1?crid=G88HZL78GZTG&keywords=The+Swamp+Dwellers_Soyinka&qid=1682389738&s=instant-video&sprefix=the+swamp+dwellers_soyinka%2Cinstant-video%2C481&sr=1-1,Wole Soyinka,Oxford U. Press; 1st Eng edition,"January 1, 1964",0.0,,1.5,7264
Your Erroneous Zones: Step-By-Step Advice For Escaping The Trap Of Negative Thinking And Taking Control Of Your Life,https://www.amazon.com/Your-Erroneous-Zones-Step-Step/dp/0060919760/ref=sr_1_1?keywords=Your+Erroneous+Zones+by+Wayne+Dyer&qid=1696983214&sr=8-1,Wayne W Dyer,William Morrow Paperbacks; First Edition,"August 21, 2001",256.0,,3.6,4595
Study Guide: Slave On The Block By Langston Hughes (Supersummary),https://www.amazon.com/Study-Guide-Langston-Hughes-SuperSummary-ebook/dp/B09HPZ4P9G/ref=sr_1_1?crid=1MSSMGR0BXTVF&keywords=Slave+on+the+Block+Langston+Hughes&qid=1666810763&qu=eyJxc2MiOiIwLjkwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=slave+on+the+block+langston+hughes%2Caps%2C509&sr=8-1,Supersummary,Independently published,"October 3, 2021",28.0,,4.4,96778
The Third Plate: Field Notes On The Future Of Food,https://www.amazon.com/Third-Plate-Field-Notes-Future/dp/0143127152/ref=sr_1_1?keywords=The+Third+Plate+by+Dan+Barber&qid=1697049185&sr=8-1,Dan Barber,Penguin Books; Reprint edition,"April 7, 2015",496.0,,4.6,82977
"When China Ruled The Seas: The Treasure Fleet Of The Dragon Throne, 1405-1433",https://www.amazon.com/When-China-Ruled-Seas-1405-1433/dp/0195112075/ref=sr_1_1?keywords=When+China+Ruled+the+Seas+by+Louise+Levathes&qid=1697002051&sr=8-1,Louise Levathes,Oxford University Press; Reprint edition,"January 9, 1997",256.0,,2.3,48415
Concussion,https://www.amazon.com/Concussion-Jeanne-Marie-Laskas/dp/0812987578/ref=sr_1_1?keywords=Concussion+by+Jeanne+Marie+Laskas&qid=1697472428&sr=8-1,Jeanne Marie Laskas,Random House Trade Paperbacks; Reprint edition,"November 24, 2015",304.0,,4.6,46834
The Inhabited Woman (The Americas),https://www.amazon.com/Inhabited-Woman-AMERICAS-Gioconda-Belli/dp/029920684X/ref=sr_1_1?keywords=The+Inhabited+Woman+by+Gioconda+Belli&qid=1697470618&sr=8-1,"Gioconda Belli, Kathleen March",University of Wisconsin Press,"December 8, 2004",414.0,,3.1,96791
Huck’S Raft: A History Of American Childhood,https://www.amazon.com/Hucks-Raft-History-American-Childhood/dp/0674019989/ref=sr_1_1?keywords=Huck%27s+Raft+by+Steven+Mintz&qid=1696960793&sr=8-1,Steven Mintz,An Imprint of Harvard University Press; 59971st edition,"April 30, 2006",464.0,,1.5,20437
Birthmarked,https://www.amazon.com/Birthmarked-Caragh-M-OBrien/dp/0312674724/ref=sr_1_1?keywords=Birthmarked+by+Caragh+M.+O%27Brien&qid=1696986434&sr=8-1,Caragh M. O'Brien,Square Fish; Illustrated edition,"January 1, 2011",384.0,12,4.1,67698
The Evolution Of Cooperation: Revised Edition,https://www.amazon.com/Evolution-Cooperation-Revised-Robert-Axelrod/dp/0465005640/ref=sr_1_1?keywords=The+Evolution+of+Cooperation+by+Robert+Axelrod&qid=1697031654&sr=8-1,Robert Axelrod,Basic Books; Revised edition,"December 5, 2006",264.0,,4.7,10698
The Drunkard'S Walk: How Randomness Rules Our Lives,https://www.amazon.com/Drunkards-Walk-Randomness-Rules-Lives/dp/0307275175/ref=sr_1_1?keywords=The+Drunkard%27s+Walk+by+Leonard+Mlodinow&qid=1697471206&sr=8-1,Leonard Mlodinow,Vintage; Reprint edition,"Illustrated, May 5, 2009",252.0,,2.6,91704
Prey: A Novel,https://www.amazon.com/Prey-Michael-Crichton/dp/0061703087/ref=sr_1_1?keywords=Prey+by+Michael+Crichton&qid=1696989505&sr=8-1,Michael Crichton,Harper Paperbacks; Reprint edition,"February 5, 2013",384.0,,4.5,78107
The Extraordinary Adventures Of Alfred Kropp,https://www.amazon.com/Extraordinary-Adventures-Alfred-Kropp/dp/B000EBGCNY/ref=sr_1_1?crid=15FDO4H2GVJMM&keywords=The+Extraordinary+Adventures+Of+Alfred+Kropp_Yancey&qid=1682663336&sprefix=the+extraordinary+adventures+of+al%2Caps%2C643&sr=8-1,Richard Yancey,Scholastic; First Edition,"January 1, 2006",339.0,,2.9,24711
"Groundwork For The Metaphysics Of Morals: With An Updated Translation, Introduction, And Notes",https://www.amazon.com/Groundwork-Metaphysics-Morals-Translation-Introduction/dp/0300227434/ref=sr_1_4?keywords=Groundwork+of+the+Metaphysics+of+Morals+by+Immanuel+Kant&qid=1697018726&sr=8-4,Immanuel Kant,Yale University Press; Annotated edition,"April 17, 2018",144.0,,1.6,55238
This Is Not My Hat,https://www.amazon.com/This-Not-Hat-Jon-Klassen/dp/0763655996/ref=sr_1_1?keywords=This+Is+Not+My+Hat+by+Jon+Klassen&qid=1697040587&sr=8-1,Klassen  Jon,WALKER BOOKS,"July 4, 2014",,2,1.6,11550
The Bean Trees: A Novel,https://www.amazon.com/Bean-Trees-Novel-Barbara-Kingsolver/dp/0061097314/ref=sr_1_1?keywords=The+Bean+Trees+by+Barbara+Kingsolver&qid=1696999583&sr=8-1,Barbara Kingsolver,Harper Perennial Modern Classics; Reprint edition,"Deckle Edge, May 19, 2009",256.0,,4.2,32444
Divided In Death. Nora Roberts Writing As J.D. Robb,https://www.amazon.com/Divided-Death-Nora-Roberts-Writing/dp/0749957387/ref=sr_1_1?keywords=Divided+in+Death+by+J.+D.+Robb+%28Nora+Roberts%29&qid=1697472582&sr=8-1,J.D. Robb,Piatkus Books,"International Edition, April 12, 2012",480.0,,1.8,53470
The Night She Disappeared,https://www.amazon.com/Night-She-Disappeared-April-Henry/dp/1250016746/ref=sr_1_1?crid=3J4H37SM6DYDT&keywords=the+night+she+disappeared+henry&qid=1683036223&sprefix=the+night+she+disappeared_henry%2Caps%2C580&sr=8-1,April Henry,Square Fish; First Edition,"March 5, 2013",256.0,12,3.6,32224
The Lazarus Project,https://www.amazon.com/Lazarus-Project-Aleksandar-Hemon/dp/1594483752/ref=sr_1_1?keywords=The+Lazarus+Project+by+Aleksandar+Hemon&qid=1697026182&sr=8-1,Aleksandar Hemon,Riverhead Books; Reprint edition,"Illustrated, May 5, 2009",304.0,,3.6,92290
A Handful Of Dust,https://www.amazon.com/Handful-Dust-Evelyn-Waugh/dp/0316216267/ref=sr_1_1?keywords=A+Handful+of+Dust+by+Evelyn+Waugh&qid=1697053489&sr=8-1,Evelyn Waugh,Back Bay Books; Reprint edition,"December 11, 2012",308.0,,1.8,7129
Man'S Fate,https://www.amazon.com/Mans-Fate-Andre-Malraux/dp/B002B1R6N0/ref=sr_1_2?keywords=Man%27s+Fate+by+Andre+Malraux&qid=1697052557&sr=8-2,André Malraux,Penguin Books,"January 1, 2009",368.0,,3.0,69997
