title,title_link,author,publisher,publication_date,#pages,reading_age,average_rating,sales_rank
On Canaans Side (Chinese Edition),https://www.amazon.com/Canaans-Side-Chinese-Sebastian-Barry/dp/7544750493/ref=sr_1_3?crid=3I62OJ7432O0X&keywords=On+Canaan%27s+Side_Barry&qid=1681843765&s=instant-video&sprefix=on+canaan%27s+side_barry%2Cinstant-video%2C468&sr=1-3,Sebastian Barry,Yilin Press; First Edition,"December 1, 2014",290.0,,3.7,11796
Illusions : The Adventures Of A Reluctant Messiah,https://www.amazon.com/Illusions-Adventures-Reluctant-Richard-Bach/dp/0099427869/ref=sr_1_1?keywords=Illusions+by+Richard+Bach&qid=1697058858&sr=8-1,Richard Bach,Arrow Books; Reprint edition,"January 1, 2001",144.0,,4.0,40875
"The Way Of Kings: Book One Of The Stormlight Archive (The Stormlight Archive, 1)",https://www.amazon.com/Way-Kings-Book-Stormlight-Archive/dp/0765376679/ref=sr_1_1?keywords=The+Way+of+Kings+by+Brandon+Sanderson&qid=1697059929&sr=8-1,Brandon Sanderson,Tor Books; Reprint edition,"March 4, 2014",1008.0,,1.6,16855
"The Water Will Come: Rising Seas, Sinking Cities, And The Remaking Of The Civilized World",https://www.amazon.com/Water-Will-Come-Remaking-Civilized/dp/0316260207/ref=sr_1_1?keywords=The+Water+Will+Come+by+Jeff+Goodell&qid=1697018441&sr=8-1,Jeff Goodell,Back Bay Books; Reprint edition,"August 7, 2018",352.0,,2.3,12296
The Girl Who Saved The King Of Sweden: A Novel,https://www.amazon.com/Girl-Who-Saved-King-Sweden/dp/0062329146/ref=sr_1_1?keywords=The+Girl+Who+Saved+the+King+of+Sweden+by+Jonas+Jonasson&qid=1697011649&sr=8-1,Jonas Jonasson,Ecco; Reprint edition,"April 7, 2015",400.0,,3.5,31678
"Listen, Slowly",https://www.amazon.com/Listen-Slowly-Thanhha-Lai/dp/0062229192/ref=sr_1_1?keywords=Listen%2C+Slowly+by+Thanhha+Lai&qid=1696978000&sr=8-1,Thanhhà Lai,HarperCollins; Reprint edition,"May 17, 2016",288.0,9,1.1,45893
The Shock Doctrine: The Rise Of Disaster Capitalism,https://www.amazon.com/Shock-Doctrine-Rise-Disaster-Capitalism/dp/0312427999/ref=sr_1_1?keywords=The+Shock+Doctrine+by+Naomi+Klein&qid=1696988573&sr=8-1,Naomi Klein,Picador; First Edition,"June 24, 2008",720.0,,2.8,51849
"Riddley Walker, Expanded Edition",https://www.amazon.com/Riddley-Walker-Expanded-Russell-Hoban/dp/0253212340/ref=sr_1_1?keywords=Riddley+Walker+by+Russell+Hoban&qid=1697048224&sr=8-1,Russell Hoban,Indiana University Press; Expanded edition,"September 22, 1998",256.0,,2.9,88223
She'S Not There: A Life In Two Genders,https://www.amazon.com/Shes-Not-There-Life-Genders/dp/B01BODSKIA/ref=sr_1_8?keywords=She%27s+Not+There+by+Jennifer+Finney+Boylan&qid=1697039346&sr=8-8,Jennifer Finney Boylan,Broadway Books; First Paperback Edition,"January 1, 2004",0.0,,3.2,39844
Funny Girl (Panorama De Narrativas) (Spanish Edition),https://www.amazon.com/Funny-Girl-Panorama-narrativas-Spanish-ebook/dp/B01EXL6E5Q/ref=sr_1_2?crid=17YCNG7RFOWZE&keywords=Funny+Girl_Hornby&qid=1682291512&sprefix=funny+girl_hornby%2Caps%2C388&sr=8-2,Nick Hornby,Editorial Anagrama; 1st edition,"May 11, 2016",408.0,,2.1,97020
"The Race Beat: The Press, The Civil Rights Struggle, And The Awakening Of A Nation (Pulitzer Prize Winner)",https://www.amazon.com/Race-Beat-Rights-Struggle-Awakening/dp/0679735658/ref=sr_1_1?keywords=The+Race+Beat+by+Gene+Roberts&qid=1696996943&sr=8-1,Gene Roberts,Vintage; Illustrated edition,"Illustrated, September 4, 2007",544.0,,1.2,58747
Going To Meet The Man: Stories,https://www.amazon.com/Going-Meet-Man-James-Baldwin/dp/0679761799/ref=sr_1_3?crid=TV41S7Y6IX3Y&keywords=The+Rockpile+James+Baldwin&qid=1666837577&qu=eyJxc2MiOiIxLjQyIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=the+rockpile+james+baldwin%2Caps%2C457&sr=8-3,James Baldwin,Vintage; Reissue edition,"April 25, 1995",256.0,,1.3,38845
Love That Dog,https://www.amazon.com/Love-That-Dog-Sharon-Creech/dp/0064409597/ref=sr_1_1?keywords=Love+That+Dog+by+Sharon+Creech&qid=1697015057&sr=8-1,Sharon Creech,HarperCollins; Reprint edition,"March 1, 2001",128.0,9,1.8,31629
Soldier Girls: The Battles Of Three Women At Home And At War,https://www.amazon.com/Soldier-Girls-Battles-Three-Women/dp/1451668112/ref=sr_1_1?keywords=Soldier+Girls+by+Helen+Thorpe&qid=1697052336&sr=8-1,Helen Thorpe,Scribner; Reprint edition,"July 7, 2015",432.0,,1.2,36740
"Visual Intelligence: Sharpen Your Perception, Change Your Life",https://www.amazon.com/Visual-Intelligence-Sharpen-Perception-Change/dp/0544947126/ref=sr_1_1?keywords=Visual+Intelligence+by+Amy+E.+Herman&qid=1697040995&sr=8-1,Amy E. Herman,HarperOne; Reprint edition,"Illustrated, May 9, 2017",336.0,,3.9,73175
The Looking Glass Wars,https://www.amazon.com/Looking-Glass-Wars-Frank-Beddor/dp/0142409413/ref=sr_1_1?keywords=The+Looking+Glass+Wars+by+Frank+Beddor&qid=1696985304&sr=8-1,Frank Beddor,Speak; Reprint edition,"August 21, 2007",358.0,7,3.6,60254
The Final Four,https://www.amazon.com/Final-Four-Paul-Volponi/dp/0142423858/ref=sr_1_1?keywords=The+Final+Four+by+Paul+Volponi&qid=1696976422&sr=8-1,Paul Volponi,Speak,"January 10, 2013",272.0,12,4.6,54327
Sing To The Dawn,https://www.amazon.com/Sing-dawn-Minfong-Ho/dp/002179538X/ref=sr_1_2?keywords=Sing+to+the+Dawn+by+Minfong+Ho&qid=1697008698&sr=8-2,Minfong Ho,,,160.0,,3.0,33951
Reminiscences Of A Stock Operator,https://www.amazon.com/Reminiscences-Stock-Operator-Edwin-Lef%C3%A8vre/dp/0471770884/ref=sr_1_1?keywords=Reminiscences+of+a+Stock+Operator+by+Edwin+Lefevre&qid=1696997655&sr=8-1,Edwin  Lefèvre,Wiley; Revised edition,"January 17, 2006",288.0,,4.1,29780
The Night The Ghost Got In (Creative Classic Series),https://www.amazon.com/Night-Ghost-Got-Creative-Classic/dp/0871919605/ref=sr_1_4?crid=1XLVNTME5Z9ZT&keywords=The+Night+the+Ghost+Got+In_Thurber&qid=1682361784&s=instant-video&sprefix=the+night+the+ghost+got+in_thurber%2Cinstant-video%2C571&sr=1-4,James Thurber,Creative Co,"September 1, 1983",,8,3.8,46340
Clockwork Angel,https://www.amazon.com/Clockwork-Angel-Infernal-Devices-Cassandra/dp/1406330345/ref=sr_1_2?crid=FTPU4U9DZVEY&keywords=Clockwork+Angel&qid=1675992452&s=books&sprefix=clockwork+angel%2Cstripbooks-intl-ship%2C290&sr=1-2,Clare Cassandra,Walker & Company,"January 1, 2011",400.0,,2.7,85861
Noggin,https://www.amazon.com/Noggin-John-Corey-Whaley/dp/1442458739/ref=sr_1_1?crid=1I99UWXHLDOCU&keywords=Noggin_Whaley&qid=1682682249&s=instant-video&sprefix=noggin_whaley%2Cinstant-video%2C375&sr=1-1,John Corey Whaley,Atheneum Books for Young Readers; Reprint edition,"March 24, 2015",368.0,14,4.4,35142
Stones From The River,https://www.amazon.com/Stones-River-Ursula-Hegi/dp/068484477X/ref=sr_1_1?keywords=Stones+From+the+River+by+Ursula+Hegi&qid=1697041162&sr=8-1,Ursula Hegi,Simon & Schuster; Reprint Edition,"March 1, 1995",525.0,,4.7,52231
"The Old South: ""A Summer Tragedy"" And Other Stories Of The Thirties",https://www.amazon.com/Old-South-Tragedy-Stories-Thirties/dp/0396067883/ref=sr_1_1?crid=1EYXVC725N3WQ&keywords=A+Summer+Tragedy+Arna+Bontemps&qid=1666693191&sprefix=a+summer+tragedy+arna+bontemp%2Caps%2C448&sr=8-1,Arna Wendell Bontemps,"Dodd, Mead; First Edition","January 1, 1973",238.0,,3.3,58039
"Ishi In Two Worlds, 50Th Anniversary Edition: A Biography Of The Last Wild Indian In North America",https://www.amazon.com/Ishi-Two-Worlds-50th-Anniversary/dp/0520271475/ref=sr_1_1?keywords=Ishi+in+Two+Worlds+by+Theodora+Kroeber&qid=1697011876&sr=8-1,Theodora Kroeber,University of California Press; First Edition,"October 18, 2011",304.0,,3.7,39531
The Killer'S Cousin,https://www.amazon.com/Killers-Cousin-Nancy-Werlin/dp/0007126670/ref=sr_1_2?keywords=The+Killer%27s+Cousin+by+Nancy+Werlin&qid=1696980979&sr=8-2,Nancy Werlin,HarperCollins; paperback / softback edition,"January 1, 2002",,,4.9,58671
Running Man,https://www.amazon.com/Running-man/dp/1742990428/ref=sr_1_1?keywords=The+Running+Man+by+Michael+Gerard+Bauer&qid=1696981136&sr=8-1,Michael Gerard Bauer,J'ai lu; 10th edition,"January 1, 2000",0.0,,3.7,37018
Avalon High,https://www.amazon.com/Avalon-High-Meg-Cabot/dp/0060755881/ref=sr_1_1?keywords=Avalon+High+by+Meg+Cabot&qid=1697013204&sr=8-1,Meg Cabot,HarperTeen; Reprint edition,"July 3, 2007",320.0,12,2.7,12395
My Name Is Aram,https://www.amazon.com/My-Name-Aram-William-Saroyan/dp/0440362059/ref=sr_1_1?keywords=My+Name+is+Aram+by+William+Saroyan&qid=1697060706&sr=8-1,William Saroyan,Dover Publications; Reprint edition,"Illustrated, May 22, 2013",160.0,,1.3,48742
12 Rules For Life: Ordnung Und Struktur In Einer Chaotischen Welt - Aktualisierte Neuausgabe,https://www.amazon.com/Rules-Life-chaotischen-Aktualisierte-Neuausgabe/dp/3442315530/ref=sr_1_16?keywords=12+Rules+for+Life+by+Jordan+B.+Peterson&qid=1696990320&sr=8-16,Jordan B. Peterson,Goldmann Verlag,"August 19, 2019",576.0,,1.2,2068
"Independent Study: The Testing, Book 2 (The Testing, 2)",https://www.amazon.com/Independent-Study-Testing-Book-2/dp/0544439457/ref=sr_1_1?crid=BBMSTKRLRBAR&keywords=Independent+Study+by+Joelle+Charbonneau&qid=1674226176&s=books&sprefix=independent+study+by+joelle+charbonneau%2Cstripbooks-intl-ship%2C545&sr=1-1,Joelle Charbonneau,Clarion Books; Reprint edition,"June 2, 2015",336.0,12,4.0,84863
Mornings In Jenin: A Novel,https://www.amazon.com/Mornings-Jenin-Novel-Susan-Abulhawa/dp/1608190463/ref=sr_1_1?crid=JKDV8R8P5TC6&keywords=Mornings+in+Jenin+by+Susan+Abulhawa&qid=1673823878&s=books&sprefix=mornings+in+jenin+by+susan+abulhawa+%2Cstripbooks-intl-ship%2C539&sr=1-1,Susan Abulhawa,Bloomsbury USA; Reprint edition,"February 15, 2010",352.0,,2.5,62245
The Pilgrim'S Progress (Penguin Classics),https://www.amazon.com/Pilgrims-Progress-Penguin-Classics/dp/0141439718/ref=sr_1_10?keywords=The+Pilgrim%27s+Progress+by+John+Bunyan&qid=1697040466&sr=8-10,John Bunyan,Penguin Classics; Illustrated edition,"Illustrated, January 27, 2009",384.0,,1.7,61417
Cyrano De Bergerac (French Edition),https://www.amazon.com/Cyrano-Bergerac-French-Edmond-Rostand/dp/1502425769/ref=sr_1_7?keywords=Cyrano+de+Bergerac+by+Edmond+Rostand&qid=1697000185&sr=8-7,Edmond Rostand,CreateSpace Independent Publishing Platform,"January 19, 2014",150.0,,2.8,99899
The Long Shadow Of Little Rock: A Memoir,https://www.amazon.com/Long-Shadow-Little-Rock-Memoir/dp/1557288631/ref=sr_1_1?keywords=The+Long+Shadow+of+Little+Rock+by+Daisy+Bates&qid=1697471174&sr=8-1,"Daisy Bates, Clayborne Carson",University of Arkansas Press; Second printing December 1962 edition,"Illustrated, February 1, 2007",260.0,,2.0,90703
"Eldest (Inheritance Cycle, Book 2) (The Inheritance Cycle)",https://www.amazon.com/Eldest-Inheritance-Cycle-Book/dp/0375840400/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1678857828&sr=1-1,Christopher Paolini,Knopf Books for Young Readers; Reprint edition,"March 13, 2007",720.0,9,2.2,61880
The Christopher Killer (Forensic Mystery),https://www.amazon.com/Christopher-Killer-Forensic-Mystery/dp/0142408115/ref=sr_1_1?keywords=The+Christopher+Killer+by+Alane+Ferguson&qid=1697014548&sr=8-1,Alane Ferguson,Puffin Books,"February 28, 2008",274.0,12,4.9,6326
Indignation (Vintage International),https://www.amazon.com/Indignation-Vintage-International-Philip-Roth/dp/0307388913/ref=sr_1_1?keywords=Indignation+by+Philip+Roth&qid=1697050039&sr=8-1,Philip Roth,Vintage; Reprint edition,"October 6, 2009",256.0,,3.6,96749
One Good Dog: A Novel,https://www.amazon.com/One-Good-Dog-Susan-Wilson/dp/1250245834/ref=sr_1_1?keywords=One+Good+Dog+by+Susan+Wilson&qid=1697045040&sr=8-1,Susan Wilson,St. Martin's Griffin,"April 16, 2019",336.0,,4.3,39404
Anna Christie,https://www.amazon.com/Anna-Christie-Eugene-ONeill/dp/B0948GNLHJ/ref=sr_1_1?crid=1YKV199RMMCLA&keywords=Anna+Christie+Eugene+O%27Neill&qid=1687549500&s=books&sprefix=anna+christie+%2Cstripbooks-intl-ship%2C2304&sr=1-1,Eugene O'Neill,Independently published,"May 5, 2021",106.0,,2.0,79777
Second Chance Summer,https://www.amazon.com/Second-Chance-Summer-Morgan-Matson/dp/1416990682/ref=sr_1_1?keywords=Second+Chance+Summer+by+Morgan+Matson&qid=1696963660&sr=8-1,Morgan Matson,Simon & Schuster Books for Young Readers; Reprint edition,"May 7, 2013",496.0,11,1.2,2647
"Xenocide (The Ender Saga, 3)",https://www.amazon.com/Xenocide-Three-Ender-Quintet/dp/1250773083/ref=sr_1_1?crid=24XFT0TJSDRET&keywords=Xenocide&qid=1680827131&s=books&sprefix=xenocide%2Cstripbooks-intl-ship%2C401&sr=1-1,Orson Scott Card,Tor Trade; Reprint edition,"July 6, 2021",416.0,,2.8,25380
Eight Keys,https://www.amazon.com/Eight-Keys-Suzanne-LaFleur/dp/0375872132/ref=sr_1_1?keywords=Eight+Keys+by+Suzanne+LaFleur&qid=1697012304&sr=8-1,Suzanne Lafleur,Yearling; Illustrated edition,"Illustrated, July 24, 2012",224.0,9,4.7,97804
Embassytown: A Novel,https://www.amazon.com/Embassytown-Novel-China-Mi%C3%A9ville/dp/0345524500/ref=sr_1_1?keywords=Embassytown+by+China+Mi%C3%A9ville&qid=1697024504&sr=8-1,China Miéville,Del Rey,"January 31, 2012",368.0,,3.8,99456
Spoon River Anthology,https://www.amazon.com/Spoon-River-Anthology-Edgar-Masters/dp/1670667065/ref=sr_1_2?crid=1VM3IG01XO89O&keywords=Spoon+River+Anthology+Edgar+Lee+Masters&qid=1682240011&s=books&sprefix=spoon+river+anthology+edgar+lee+masters%2Cstripbooks-intl-ship%2C899&sr=1-2,Edgar Lee Masters,Independently published,"December 2, 2019",216.0,,2.9,7107
Choke,https://www.amazon.com/Choke-Chuck-Palahniuk/dp/0385720920/ref=sr_1_1?crid=1SQRAXNKXN0V6&keywords=Choke_Palahniuk&qid=1682869764&sprefix=choke_palahniuk%2Caps%2C336&sr=8-1,Chuck Palahniuk,Anchor,"Print, June 11, 2002",304.0,,3.6,63072
"The Bone Tree: A Novel (Penn Cage, 5)",https://www.amazon.com/Bone-Tree-Novel-Penn-Cage/dp/0062311123/ref=sr_1_1?keywords=The+Bone+Tree+by+Greg+Iles&qid=1697000700&sr=8-1,Greg Iles,William Morrow Paperbacks; Reprint edition,"September 13, 2016",832.0,,2.7,91391
Slated: Book One In The Slated Trilogy,https://www.amazon.com/Slated-Teri-Terry/dp/0142425036/ref=sr_1_1?crid=15FDJ2LHWHMK6&keywords=Slated_Terry&qid=1682672694&sprefix=slated_terry%2Caps%2C266&sr=8-1,Teri Terry,Nancy Paulsen Books; Reprint edition,"August 29, 2013",368.0,12,4.6,22398
The Black Atlantic: Modernity And Double-Consciousness,https://www.amazon.com/Black-Atlantic-Modernity-Double-Consciousness/dp/0674076060/ref=sr_1_1?crid=1E45K5MID2UIM&keywords=the+black+atlantic+gilroy&qid=1682085412&s=instant-video&sprefix=the+black+atlantic_gilroy%2Cinstant-video%2C602&sr=1-1,Paul Gilroy,Harvard University Press; Reissue edition,"March 8, 1993",280.0,,1.8,49340
"[ Emako Blue ] By Woods, Brenda ( Author ) [ 2005 ) [ Paperback ]",https://www.amazon.com/Emako-Blue-Brenda-Woods/dp/0142404187/ref=sr_1_1?keywords=Emako+Blue+by+Brenda+Woods&qid=1697064886&sr=8-1,Brenda Woods,Puffin Books Dec-29-2005,"January 1, 2005",0.0,,3.4,52449
"Ties That Bind, Ties That Break",https://www.amazon.com/Ties-That-Bind-Break/dp/0141317159/ref=sr_1_1?keywords=Ties+That+Bind%2C+Ties+That+Break+by+Lensey+Namioka&qid=1696960284&sr=8-1,Lensey Namioka,Puffin Bks,"January 1, 2003",160.0,9,2.9,74931
Class Matters,https://www.amazon.com/Class-Matters-New-York-Times/dp/0805080554/ref=sr_1_1?crid=3GL6EZCZZ106J&keywords=Class+Matters+The+New+York+Times&qid=1666638658&qu=eyJxc2MiOiIwLjg0IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=class+matters+the+new+york+tim%2Caps%2C568&sr=8-1,The New York Times,Times Books,"September 2, 2005",288.0,,3.2,19295
The Name Of The Star (The Shades Of London),https://www.amazon.com/Name-Star-Shades-London/dp/0142422053/ref=sr_1_1?keywords=The+Name+of+the+Star+by+Maureen+Johnson&qid=1696998372&sr=8-1,Maureen Johnson,Speak; Illustrated edition,"October 2, 2012",400.0,12,4.6,14728
The Rock Of Tanios,https://www.amazon.com/Rock-Tanios-Amin-Maalouf/dp/0349106622/ref=sr_1_1?keywords=The+Rock+of+Tanios+by+Amin+Maalouf&qid=1697036662&sr=8-1,Amin Maalouf,Abacus Books,"January 1, 1995",288.0,,3.4,93271
"Gone (Jack Caffery, Book 5) (Jack Caffery/Walking Man Series, 3)",https://www.amazon.com/Gone-Jack-Caffery-Book-5/dp/0802145701/ref=sr_1_1?keywords=Gone+by+Mo+Hayder&qid=1696989835&sr=8-1,Mo Hayder,Grove Press; Reprint edition,"February 14, 2012",416.0,,1.9,24037
The Sound Of A Wild Snail Eating,https://www.amazon.com/Sound-Wild-Snail-Eating/dp/161620642X/ref=sr_1_1?crid=1KLTSRLS86PRI&keywords=The+Sound+of+a+Wild+Snail+Eating_Bailey&qid=1682147557&sprefix=the+sound+of+a+wild+snail+eating_ba%2Caps%2C587&sr=8-1,Elisabeth Tova Bailey,Algonquin Books; Reprint edition,"September 6, 2016",208.0,,2.8,73869
Miss Ogilvy Finds Herself,https://www.amazon.com/Miss-Ogilvy-Finds-Herself-Radclyffe/dp/1473311926/ref=sr_1_1?keywords=Miss+Ogilvy+Finds+Herself+by+Radclyffe+Hall&qid=1697057875&sr=8-1,Radclyffe Hall,Williams Press,"August 22, 2013",260.0,,2.1,36299
The Mountain Between Us: A Novel,https://www.amazon.com/Mountain-Between-Us-Novel/dp/0767927028/ref=sr_1_1?keywords=The+Mountain+Between+Us+by+Charles+Martin&qid=1697014169&sr=8-1,Charles Martin,Crown; 39501st edition,"June 28, 2011",336.0,,3.0,2935
"This I Believe Ii: More Personal Philosophies Of Remarkable Men And Women (This I Believe, 2)",https://www.amazon.com/This-I-Believe-II-audiobook/dp/B001H44FLI/ref=sr_1_1?crid=1XGAE6YU9ADQP&keywords=This+I+Believe+II_Dan+Gediman&qid=1682027434&s=audible&sprefix=this+i+believe+ii_dan+gediman%2Caudible%2C543&sr=1-1,Jay Allison,Holt Paperbacks; 1st edition,"July 21, 2009",288.0,,4.2,34648
In Praise Of Shadows,https://www.amazon.com/Praise-Shadows-Tanizaki-Junichiro/dp/480530488X/ref=sr_1_3?crid=1E9RDYTEKX7FA&keywords=In+Praise+of+Shadows+Jun%27ichir%C5%8D+Tanizaki&qid=1666723341&sprefix=in+praise+of+shadows+jun%27ichir%C5%8D+%2Caps%2C586&sr=8-3,Tanizaki Jun'Ichiro,Charles E. Tuttle Co.,"January 1, 1984",1000.0,,1.0,34501
Seven Guitars,https://www.amazon.com/Seven-Guitars-August-Wilson/dp/0452276926/ref=sr_1_1?keywords=Seven+Guitars+by+August+Wilson&qid=1697034446&sr=8-1,August Wilson,Plume; Reprint edition,"August 1, 1997",107.0,,2.5,66407
The Measure Of A Man: A Spiritual Autobiography (Oprah'S Book Club),https://www.amazon.com/Measure-Man-Spiritual-Autobiography-Oprahs/dp/0061357901/ref=sr_1_1?keywords=The+Measure+of+a+Man+by+Sidney+Poitier&qid=1697015444&sr=8-1,Sidney Poitier,HarperSanFrancisco,"Illustrated, January 26, 2007",272.0,,3.9,18316
Markheim (Em Portuguese Do Brasil),https://www.amazon.com/Markheim-Em-Portuguese-do-Brasil/dp/853391363X/ref=sr_1_7?keywords=Markheim+by+Robert+Louis+Stevenson&qid=1697006498&sr=8-7,Robert Louis Stevenson,,,0.0,,3.7,69404
Spanking Shakespeare,https://www.amazon.com/Spanking-Shakespeare-Jake-Wizner-2008-10-28/dp/B01FGL2J4C/ref=sr_1_1?keywords=Spanking+Shakespeare+by+Jake+Wizner&qid=1696963721&sr=8-1,Jake Wizner,Ember; Reprint edition,"October 28, 2008",304.0,14,4.1,34488
Uprooted: A Novel,https://www.amazon.com/Uprooted-Novel-Naomi-Novik/dp/0804179050/ref=sr_1_1?keywords=Uprooted&qid=1678635648&s=books&sr=1-1,Naomi Novik,Del Rey; Reprint edition,"March 1, 2016",464.0,,4.1,95924
The Geography Of Genius: Lessons From The World'S Most Creative Places,https://www.amazon.com/Geography-Genius-Lessons-Worlds-Creative/dp/145169167X/ref=sr_1_1?keywords=The+Geography+of+Genius+by+Eric+Weiner&qid=1697018998&sr=8-1,Eric Weiner,Simon & Schuster; Reprint edition,"November 1, 2016",368.0,,3.7,26365
"Happy Birthday, Wanda June",https://www.amazon.com/Happy-Birthday-Wanda-June-Vonnegut/dp/0385283865/ref=sr_1_7?crid=2J047HP0JPDK8&keywords=Harrison+Bergeron+Kurt+Vonnegut+Jr.&qid=1666865344&sprefix=harrison+bergeron+kurt+vonnegut+jr.%2Caps%2C595&sr=8-7,Jr. Kurt Vonnegut,Delta Publishing; First Edition,"May 5, 2020",199.0,,4.8,14052
My Brother Jack (A&R Classics),https://www.amazon.com/My-Brother-Jack-R-Classics/dp/0732297044/ref=sr_1_1?keywords=My+Brother+Jack+by+George+Johnston&qid=1697026471&sr=8-1,George Johnston,Harper Collins Publishers,"January 1, 2013",384.0,,3.6,59281
Three Sisters Three Queens,https://www.amazon.com/Three-Sisters-Queens-Paperback-2017/dp/B08PBX1KNP/ref=sr_1_3?crid=14APOGC11V3KB&keywords=Three+Sisters%2C+Three+Queens_Gregory&qid=1682185934&sprefix=three+sisters%2C+three+queens_grego%2Caps%2C629&sr=8-3,Philippa Gregory,Simon & Schuster Ltd,"February 21, 2017",560.0,,4.7,72736
Why We Sleep: Unlocking The Power Of Sleep And Dreams,https://www.amazon.com/Why-We-Sleep-Unlocking-Dreams/dp/1501144324/ref=sr_1_1?keywords=Why+We+Sleep+by+Matthew+Walker&qid=1697041237&sr=8-1,Matthew Walker,Scribner; Reprint edition,"Illustrated, June 19, 2018",368.0,,3.5,96812
The Adventures Of Roderick Random: A Humorous And Heartfelt Tale [Annotated],https://www.amazon.com/Adventures-Roderick-Random-Heartfelt-Annotated/dp/B0C1J1PBFG/ref=sr_1_4?keywords=The+Adventures+of+Roderick+Random+by+Tobias+Smollett&qid=1697055635&sr=8-4,Tobias Smollett,Independently published,"April 7, 2023",424.0,,3.1,40714
The Alexandria Quartet,https://www.amazon.com/Alexandria-Quartet-Lawrence-Durrell/dp/0571283934/ref=sr_1_1?keywords=The+Alexandria+Quartet+by+Lawrence+Durrell&qid=1697049241&sr=8-1,Lawrence Durrell,Faber & Faber; First Edition,"International Edition, September 22, 2020",896.0,,1.7,21717
Bull Rider,https://www.amazon.com/Bull-Rider-Suzanne-Morgan-Williams/dp/1442412526/ref=sr_1_1?keywords=Bull+Rider+by+Suzanne+Morgan+Williams&qid=1696964279&sr=8-1,Suzanne Morgan Williams,Margaret K. McElderry Books; Reprint edition,"May 4, 2010",241.0,12,3.5,58994
The Good Soldier Svejk: And His Fortunes In The World War (Penguin Classics),https://www.amazon.com/Good-Soldier-Svejk-Fortunes-Classics/dp/0140449914/ref=sr_1_1?keywords=The+Good+Soldier+Svejk+by+Jaroslav+Ha%C5%A1ek&qid=1697039871&sr=8-1,"Jaroslav Hasek, Josef Lada",Penguin Classics; Reprint edition,"December 27, 2005",784.0,18,1.1,9960
A Column Of Fire: A Novel (Kingsbridge),https://www.amazon.com/Column-Fire-Novel-Kingsbridge/dp/0451477995/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1680461291&sr=8-1,Ken Follett,Penguin Books; Reprint edition,"July 31, 2018",928.0,,3.4,71762
The Inexplicable Logic Of My Life,https://www.amazon.com/Inexplicable-Logic-My-Life/dp/1328498026/ref=sr_1_1?keywords=The+Inexplicable+Logic+of+My+Life+by+Benjamin+Saenz&qid=1697471851&sr=8-1,Benjamin Alire Saenz,Clarion Books; Reprint edition,"October 23, 2018",464.0,12,2.8,19907
Gray Mountain: A Novel,https://www.amazon.com/Gray-Mountain-Novel-John-Grisham/dp/0345543254/ref=sr_1_1?keywords=Gray+Mountain&qid=1678629277&s=books&sr=1-1,John Grisham,Vintage; 2014th edition,"August 18, 2015",480.0,,3.0,61383
Breathing Lessons: A Novel,https://www.amazon.com/Breathing-Lessons-Novel-Anne-Tyler/dp/0345485572/ref=sr_1_1?keywords=Breathing+Lessons+by+Anne+Tyler&qid=1697046532&sr=8-1,Anne Tyler,Vintage; Reissue edition,"November 1, 2005",339.0,,1.6,26599
The Monkey'S Paw (Tale Blazers),https://www.amazon.com/Monkeys-Paw-Tale-Blazers/dp/0895986515/ref=sr_1_4?keywords=The+Monkey%27s+Paw+by+W.+W.+Jacobs&qid=1697000430&sr=8-4,W. W. Jacobs,Perfection Learning; First Edition,"January 1, 2000",34.0,,2.8,64177
No Talking,https://www.amazon.com/No-Talking-Andrew-Clements/dp/1416909842/ref=sr_1_1?keywords=No+Talking+by+Andrew+Clements&qid=1697040833&sr=8-1,Andrew Clements,Atheneum Books for Young Readers; Reprint edition,"Illustrated, June 23, 2009",160.0,8,3.1,77892
Dorothy Day And The Catholic Worker: The Miracle Of Our Continuance (Catholic Practice In North America),https://www.amazon.com/Dorothy-Day-Catholic-Worker-Continuance/dp/0823271366/ref=sr_1_2?crid=38GTHZAO2DOR8&keywords=Dorothy+Day+Kate+Hennessy&qid=1666855107&sprefix=dorothy+day+kate+hennessy%2Caps%2C418&sr=8-2,"Dorothy Day, Kate Hennessy",Empire State Editions; Illustrated edition,"Illustrated, May 27, 2016",152.0,,4.9,21745
Small Is Beautiful: Economics As If People Mattered (Harper Perennial Modern Thought),https://www.amazon.com/Small-Beautiful-Economics-Mattered-Perennial/dp/0061997765/ref=sr_1_1?crid=3U0FWP8PMOTA1&keywords=Small+Is+Beautiful&qid=1673695880&s=books&sprefix=small+is+beautiful%2Cstripbooks-intl-ship%2C553&sr=1-1&asin=0061997765&revisionId=&format=4&depth=1,E. F. Schumacher,Harper Perennial; Reprint edition,"Illustrated, October 19, 2010",352.0,,2.8,25255
One Fat Summer (Ursula Nordstrom Book),https://www.amazon.com/One-Fat-Summer-Robert-Lipsyte/dp/0553120255/ref=sr_1_1?keywords=One+Fat+Summer+by+Robert+Lipsyte&qid=1696977203&sr=8-1,Robert Lipsyte,HarperTeen; Reprint edition,"August 10, 2004",240.0,13,3.7,66451
